Store_ID,Product_ID,Stock_On_Hand,Inventory_Cost_Value,Inventory_Retail_Value,Out_of_Stock_Flag,Recent_90D_Units,Avg_Daily_Units,Days_of_Inventory
16,26,19,398.80999999999995,474.80999999999995,0,0,0.0,
16,27,15,59.85,74.85000000000001,0,51,0.57,26.5
16,28,0,0.0,0.0,1,92,1.02,0.0
16,29,7,62.93,139.92999999999998,0,11,0.12,57.3
16,30,49,881.5099999999999,979.5099999999999,0,93,1.03,47.4
16,31,14,111.86,125.86,0,189,2.1,6.7
16,32,7,83.93,104.93,0,19,0.21,33.2
16,33,6,65.94,77.94,0,2,0.02,270.0
16,34,2,41.98,51.98,0,47,0.52,3.8
16,35,6,23.94,47.94,0,33,0.37,16.4
17,1,22,219.78,351.78000000000003,0,94,1.04,21.1
17,2,15,149.85,194.85,0,253,2.81,5.3
17,3,8,15.92,31.92,0,566,6.29,1.3
17,6,16,111.84,239.84,0,93,1.03,15.5
17,7,20,239.8,319.8,0,85,0.94,21.2
17,8,20,79.80000000000001,139.8,0,318,3.53,5.7
17,9,7,69.93,76.93,0,191,2.12,3.3
17,10,67,736.33,1004.33,0,48,0.53,125.6
17,11,6,65.94,125.94,0,108,1.2,5.0
17,12,10,89.9,119.9,0,69,0.77,13.0
17,13,16,239.84,335.84,0,116,1.29,12.4
17,14,4,23.96,43.96,0,87,0.97,4.1
17,15,11,43.89,65.89,0,47,0.52,21.1
17,17,27,377.73,539.7299999999999,0,70,0.78,34.7
17,18,27,944.73,1079.73,0,219,2.43,11.1
17,19,53,741.47,847.47,0,507,5.63,9.4
17,21,27,188.73000000000002,269.73,0,73,0.81,33.3
17,23,13,64.87,129.87,0,12,0.13,97.5
17,24,27,404.73,539.7299999999999,0,86,0.96,28.3
17,25,59,117.41,176.41000000000003,0,487,5.41,10.9
17,26,25,524.75,624.75,0,27,0.3,83.3
17,27,12,47.88,59.88,0,94,1.04,11.5
17,28,3,11.97,32.97,0,163,1.81,1.7
17,29,16,143.84,319.84,0,36,0.4,40.0
17,30,22,395.78,439.78,0,155,1.72,12.8
17,31,20,159.8,179.8,0,486,5.4,3.7
17,32,15,179.85,224.85,0,23,0.26,58.7
17,33,27,296.73,350.73,0,0,0.0,
17,34,11,230.89,285.89,0,25,0.28,39.6
18,1,1,9.99,15.99,0,85,0.94,1.1
18,2,12,119.88,155.88,0,125,1.39,8.6
18,3,64,127.36,255.36,0,239,2.66,24.1
18,4,10,99.9,129.9,0,6,0.07,150.0
18,5,7,55.93,69.93,0,39,0.43,16.2
18,6,22,153.78,329.78000000000003,0,164,1.82,12.1
18,7,16,191.84,255.84,0,44,0.49,32.7
18,8,52,207.48000000000002,363.48,0,151,1.68,31.0
18,9,50,499.5,549.5,0,88,0.98,51.1
18,10,16,175.84,239.84,0,0,0.0,
18,11,12,131.88,251.88,0,46,0.51,23.5
18,12,3,26.97,35.97,0,2,0.02,135.0
18,13,30,449.7,629.6999999999999,0,98,1.09,27.6
18,14,67,401.33000000000004,736.33,0,65,0.72,92.8
18,15,5,19.950000000000003,29.950000000000003,0,84,0.93,5.4
18,16,10,29.900000000000002,99.9,0,14,0.16,64.3
18,17,19,265.81,379.80999999999995,0,123,1.37,13.9
18,18,29,1014.71,1159.71,0,196,2.18,13.3
18,19,15,209.85,239.85,0,174,1.93,7.8
18,20,3,26.97,74.97,0,10,0.11,27.0
18,21,29,202.71,289.71,0,77,0.86,33.9
18,22,18,251.82,359.82,0,12,0.13,135.0
18,23,16,79.84,159.84,0,5,0.06,288.0
18,24,26,389.74,519.74,0,69,0.77,33.9
18,25,74,147.26,221.26000000000002,0,334,3.71,19.9
18,26,2,41.98,49.98,0,36,0.4,5.0
18,27,40,159.60000000000002,199.60000000000002,0,44,0.49,81.8
18,28,0,0.0,0.0,1,67,0.74,0.0
18,29,28,251.72,559.7199999999999,0,0,0.0,
18,30,15,269.84999999999997,299.84999999999997,0,58,0.64,23.3
18,31,4,31.96,35.96,0,179,1.99,2.0
18,32,9,107.91,134.91,0,18,0.2,45.0
18,33,9,98.91,116.91,0,0,0.0,
18,34,8,167.92,207.92,0,50,0.56,14.4
18,35,10,39.900000000000006,79.9,0,42,0.47,21.4
19,1,5,49.95,79.95,0,98,1.09,4.6
19,2,14,139.86,181.86,0,58,0.64,21.7
19,3,7,13.93,27.93,0,306,3.4,2.1
19,4,18,179.82,233.82,0,6,0.07,270.0
19,5,17,135.83,169.83,0,32,0.36,47.8
19,6,11,76.89,164.89000000000001,0,413,4.59,2.4
19,7,16,191.84,255.84,0,123,1.37,11.7
19,8,84,335.16,587.16,0,456,5.07,16.6
19,9,8,79.92,87.92,0,121,1.34,6.0
19,10,45,494.55,674.55,0,39,0.43,103.8
19,11,0,0.0,0.0,1,13,0.14,0.0
19,12,3,26.97,35.97,0,151,1.68,1.8
19,13,7,104.93,146.92999999999998,0,70,0.78,9.0
19,14,4,23.96,43.96,0,84,0.93,4.3
19,15,0,0.0,0.0,1,113,1.26,0.0
19,16,2,5.98,19.98,0,12,0.13,15.0
19,17,5,69.95,99.94999999999999,0,41,0.46,11.0
19,18,19,664.8100000000001,759.8100000000001,0,159,1.77,10.8
19,19,37,517.63,591.63,0,244,2.71,13.6
19,20,11,98.89,274.89,0,28,0.31,35.4
19,21,24,167.76,239.76,0,37,0.41,58.4
19,22,3,41.97,59.97,0,8,0.09,33.8
19,23,10,49.900000000000006,99.9,0,33,0.37,27.3
19,24,16,239.84,319.84,0,102,1.13,14.1
19,25,18,35.82,53.82000000000001,0,272,3.02,6.0
19,26,5,104.94999999999999,124.94999999999999,0,12,0.13,37.5
19,27,27,107.73,134.73000000000002,0,68,0.76,35.7
19,28,6,23.94,65.94,0,26,0.29,20.8
19,29,29,260.71,579.7099999999999,0,24,0.27,108.8
19,30,7,125.92999999999999,139.92999999999998,0,96,1.07,6.6
19,31,4,31.96,35.96,0,157,1.74,2.3
19,32,5,59.95,74.95,0,21,0.23,21.4
19,33,0,0.0,0.0,1,9,0.1,0.0
19,34,15,314.84999999999997,389.84999999999997,0,43,0.48,31.4
19,35,14,55.86,111.86,0,31,0.34,40.6
20,1,38,379.62,607.62,0,76,0.84,45.0
20,2,2,19.98,25.98,0,138,1.53,1.3
20,3,24,47.76,95.76,0,261,2.9,8.3
20,6,4,27.96,59.96,0,110,1.22,3.3
20,7,9,107.91,143.91,0,80,0.89,10.1
20,8,26,103.74000000000001,181.74,0,18,0.2,130.0
20,9,9,89.91,98.91,0,205,2.28,4.0
20,10,34,373.66,509.66,0,145,1.61,21.1
20,11,3,32.97,62.97,0,44,0.49,6.1
20,12,4,35.96,47.96,0,19,0.21,18.9
20,13,11,164.89000000000001,230.89,0,77,0.86,12.9
20,14,6,35.94,65.94,0,179,1.99,3.0
20,15,36,143.64000000000001,215.64000000000001,0,36,0.4,90.0
20,17,23,321.77,459.77,0,55,0.61,37.6
20,18,8,279.92,319.92,0,142,1.58,5.1
20,19,2,27.98,31.98,0,500,5.56,0.4
20,21,0,0.0,0.0,1,95,1.06,0.0
20,23,12,59.88,119.88,0,39,0.43,27.7
20,24,18,269.82,359.82,0,57,0.63,28.4
20,25,92,183.08,275.08000000000004,0,355,3.94,23.3
20,26,12,251.88,299.88,0,0,0.0,
20,27,12,47.88,59.88,0,135,1.5,8.0
20,28,3,11.97,32.97,0,68,0.76,4.0
20,29,9,80.91,179.91,0,0,0.0,
20,30,17,305.83,339.83,0,148,1.64,10.3
20,31,10,79.9,89.9,0,107,1.19,8.4
20,32,9,107.91,134.91,0,18,0.2,45.0
20,33,28,307.72,363.72,0,80,0.89,31.5
20,34,19,398.80999999999995,493.80999999999995,0,0,0.0,
21,1,7,69.93,111.93,0,73,0.81,8.6
21,2,24,239.76,311.76,0,100,1.11,21.6
21,3,74,147.26,295.26,0,263,2.92,25.3
21,6,10,69.9,149.9,0,37,0.41,24.3
21,7,8,95.92,127.92,0,37,0.41,19.5
21,8,11,43.89,76.89,0,198,2.2,5.0
21,9,26,259.74,285.74,0,148,1.64,15.8
21,10,13,142.87,194.87,0,123,1.37,9.5
21,11,11,120.89,230.89,0,20,0.22,49.5
21,12,21,188.79,251.79,0,29,0.32,65.2
21,13,5,74.95,104.94999999999999,0,46,0.51,9.8
21,14,4,23.96,43.96,0,38,0.42,9.5
21,15,9,35.910000000000004,53.910000000000004,0,29,0.32,27.9
21,17,4,55.96,79.96,0,62,0.69,5.8
21,18,6,209.94,239.94,0,105,1.17,5.1
21,19,49,685.51,783.51,0,505,5.61,8.7
21,21,14,97.86,139.86,0,127,1.41,9.9
21,23,30,149.70000000000002,299.7,0,4,0.04,675.0
21,24,19,284.81,379.80999999999995,0,24,0.27,71.2
21,25,46,91.54,137.54000000000002,0,403,4.48,10.3
21,26,21,440.78999999999996,524.79,0,23,0.26,82.2
21,27,54,215.46,269.46000000000004,0,39,0.43,124.6
21,28,7,27.93,76.93,0,50,0.56,12.6
21,29,8,71.92,159.92,0,26,0.29,27.7
21,30,49,881.5099999999999,979.5099999999999,0,70,0.78,63.0
21,31,19,151.81,170.81,0,111,1.23,15.4
21,32,3,35.97,44.97,0,9,0.1,30.0
21,33,16,175.84,207.84,0,5,0.06,288.0
21,34,16,335.84,415.84,0,15,0.17,96.0
22,1,10,99.9,159.9,0,98,1.09,9.2
22,2,25,249.75,324.75,0,109,1.21,20.6
22,3,0,0.0,0.0,1,123,1.37,0.0
22,4,6,59.94,77.94,0,24,0.27,22.5
22,5,14,111.86,139.86,0,16,0.18,78.8
22,6,8,55.92,119.92,0,345,3.83,2.1
22,7,30,359.7,479.7,0,29,0.32,93.1
22,8,71,283.29,496.29,0,201,2.23,31.8
22,9,14,139.86,153.86,0,146,1.62,8.6
22,10,64,703.36,959.36,0,41,0.46,140.5
22,11,7,76.93,146.92999999999998,0,80,0.89,7.9
22,12,3,26.97,35.97,0,28,0.31,9.6
22,13,19,284.81,398.80999999999995,0,80,0.89,21.4
22,14,5,29.950000000000003,54.95,0,40,0.44,11.2
22,15,0,0.0,0.0,1,115,1.28,0.0
22,16,3,8.97,29.97,0,12,0.13,22.5
22,17,10,139.9,199.89999999999998,0,17,0.19,52.9
22,18,13,454.87,519.87,0,166,1.84,7.0
22,19,17,237.83,271.83,0,318,3.53,4.8
22,20,18,161.82,449.82,0,0,0.0,
22,21,30,209.70000000000002,299.7,0,165,1.83,16.4
22,22,4,55.96,79.96,0,38,0.42,9.5
22,23,7,34.93,69.93,0,29,0.32,21.7
22,24,29,434.71,579.7099999999999,0,61,0.68,42.8
22,25,6,11.94,17.94,0,531,5.9,1.0
22,26,15,314.84999999999997,374.84999999999997,0,13,0.14,103.8
22,27,45,179.55,224.55,0,48,0.53,84.4
22,28,0,0.0,0.0,1,159,1.77,0.0
22,29,5,44.95,99.94999999999999,0,45,0.5,10.0
22,30,22,395.78,439.78,0,65,0.72,30.5
22,31,34,271.66,305.66,0,97,1.08,31.5
22,32,38,455.62,569.62,0,0,0.0,
22,33,8,87.92,103.92,0,5,0.06,144.0
22,34,6,125.94,155.94,0,18,0.2,30.0
22,35,2,7.98,15.98,0,24,0.27,7.5
23,1,4,39.96,63.96,0,79,0.88,4.6
23,2,11,109.89,142.89000000000001,0,60,0.67,16.5
23,3,5,9.95,19.950000000000003,0,181,2.01,2.5
23,4,3,29.97,38.97,0,14,0.16,19.3
23,5,4,31.96,39.96,0,4,0.04,90.0
23,6,17,118.83,254.83,0,82,0.91,18.7
23,7,11,131.89000000000001,175.89000000000001,0,53,0.59,18.7
23,8,32,127.68,223.68,0,171,1.9,16.8
23,9,9,89.91,98.91,0,112,1.24,7.2
23,10,35,384.65000000000003,524.65,0,44,0.49,71.6
23,11,18,197.82,377.82,0,27,0.3,60.0
23,12,14,125.86,167.86,0,44,0.49,28.6
23,13,31,464.69,650.6899999999999,0,85,0.94,32.8
23,14,7,41.93,76.93,0,53,0.59,11.9
23,15,14,55.86,83.86,0,27,0.3,46.7
23,16,7,20.93,69.93,0,9,0.1,70.0
23,17,9,125.91,179.91,0,42,0.47,19.3
23,18,42,1469.5800000000002,1679.5800000000002,0,147,1.63,25.7
23,19,27,377.73,431.73,0,158,1.76,15.4
23,20,2,17.98,49.98,0,0,0.0,
23,21,30,209.70000000000002,299.7,0,180,2.0,15.0
23,22,11,153.89000000000001,219.89,0,18,0.2,55.0
23,23,8,39.92,79.92,0,29,0.32,24.8
23,24,40,599.6,799.5999999999999,0,79,0.88,45.6
23,25,38,75.62,113.62,0,194,2.16,17.6
23,26,15,314.84999999999997,374.84999999999997,0,32,0.36,42.2
23,27,7,27.93,34.93,0,35,0.39,18.0
23,28,48,191.52,527.52,0,91,1.01,47.5
23,29,9,80.91,179.91,0,9,0.1,90.0
23,30,38,683.6199999999999,759.6199999999999,0,45,0.5,76.0
23,31,19,151.81,170.81,0,72,0.8,23.8
23,32,11,131.89000000000001,164.89000000000001,0,11,0.12,90.0
23,33,6,65.94,77.94,0,100,1.11,5.4
23,34,18,377.82,467.82,0,29,0.32,55.9
23,35,4,15.96,31.96,0,10,0.11,36.0
24,1,11,109.89,175.89000000000001,0,20,0.22,49.5
24,2,25,249.75,324.75,0,117,1.3,19.2
24,3,13,25.87,51.870000000000005,0,124,1.38,9.4
24,4,1,9.99,12.99,0,5,0.06,18.0
24,5,4,31.96,39.96,0,5,0.06,72.0
24,6,46,321.54,689.54,0,176,1.96,23.5
24,7,15,179.85,239.85,0,31,0.34,43.5
24,8,53,211.47,370.47,0,229,2.54,20.8
24,9,19,189.81,208.81,0,202,2.24,8.5
24,10,19,208.81,284.81,0,76,0.84,22.5
24,11,13,142.87,272.87,0,38,0.42,30.8
24,12,0,0.0,0.0,1,21,0.23,0.0
24,13,10,149.9,209.89999999999998,0,43,0.48,20.9
24,14,36,215.64000000000001,395.64,0,130,1.44,24.9
24,15,0,0.0,0.0,1,38,0.42,0.0
24,16,3,8.97,29.97,0,2,0.02,135.0
24,17,27,377.73,539.7299999999999,0,79,0.88,30.8
24,18,20,699.8000000000001,799.8000000000001,0,137,1.52,13.1
24,19,67,937.33,1071.33,0,189,2.1,31.9
24,20,7,62.93,174.92999999999998,0,0,0.0,
24,21,0,0.0,0.0,1,198,2.2,0.0
24,22,13,181.87,259.87,0,21,0.23,55.7
24,23,16,79.84,159.84,0,31,0.34,46.5
24,24,4,59.96,79.96,0,65,0.72,5.5
24,25,48,95.52,143.52,0,224,2.49,19.3
24,26,21,440.78999999999996,524.79,0,0,0.0,
24,27,50,199.5,249.5,0,64,0.71,70.3
24,28,0,0.0,0.0,1,72,0.8,0.0
24,29,3,26.97,59.97,0,8,0.09,33.8
24,30,50,899.4999999999999,999.4999999999999,0,62,0.69,72.6
24,31,10,79.9,89.9,0,64,0.71,14.1
24,32,10,119.9,149.9,0,0,0.0,
24,33,4,43.96,51.96,0,16,0.18,22.5
24,34,17,356.83,441.83,0,33,0.37,46.4
24,35,19,75.81,151.81,0,10,0.11,171.0
25,1,8,79.92,127.92,0,123,1.37,5.9
25,2,18,179.82,233.82,0,114,1.27,14.2
25,3,43,85.57,171.57000000000002,0,238,2.64,16.3
25,6,3,20.97,44.97,0,220,2.44,1.2
25,7,7,83.93,111.93,0,51,0.57,12.4
25,8,66,263.34000000000003,461.34000000000003,0,136,1.51,43.7
25,9,9,89.91,98.91,0,286,3.18,2.8
25,10,8,87.92,119.92,0,84,0.93,8.6
25,11,3,32.97,62.97,0,96,1.07,2.8
25,12,17,152.83,203.83,0,13,0.14,117.7
25,13,23,344.77,482.77,0,129,1.43,16.0
25,14,20,119.80000000000001,219.8,0,13,0.14,138.5
25,15,13,51.870000000000005,77.87,0,79,0.88,14.8
25,17,4,55.96,79.96,0,8,0.09,45.0
25,18,34,1189.66,1359.66,0,317,3.52,9.7
25,19,28,391.72,447.72,0,218,2.42,11.6
25,21,5,34.95,49.95,0,15,0.17,30.0
25,23,10,49.900000000000006,99.9,0,35,0.39,25.7
25,24,10,149.9,199.89999999999998,0,90,1.0,10.0
25,25,80,159.2,239.20000000000002,0,437,4.86,16.5
25,26,3,62.97,74.97,0,16,0.18,16.9
25,27,29,115.71000000000001,144.71,0,97,1.08,26.9
25,28,16,63.84,175.84,0,84,0.93,17.1
25,29,6,53.94,119.94,0,12,0.13,45.0
25,30,46,827.54,919.54,0,67,0.74,61.8
25,31,0,0.0,0.0,1,56,0.62,0.0
25,32,10,119.9,149.9,0,0,0.0,
25,33,4,43.96,51.96,0,12,0.13,30.0
25,34,23,482.77,597.77,0,50,0.56,41.4
26,1,6,59.94,95.94,0,4,0.04,135.0
26,2,15,149.85,194.85,0,50,0.56,27.0
26,3,15,29.85,59.85,0,254,2.82,5.3
26,4,12,119.88,155.88,0,10,0.11,108.0
26,5,8,63.92,79.92,0,6,0.07,120.0
26,6,23,160.77,344.77,0,124,1.38,16.7
26,7,16,191.84,255.84,0,30,0.33,48.0
26,8,22,87.78,153.78,0,157,1.74,12.6
26,9,15,149.85,164.85,0,97,1.08,13.9
26,10,25,274.75,374.75,0,12,0.13,187.5
26,11,2,21.98,41.98,0,54,0.6,3.3
26,12,14,125.86,167.86,0,13,0.14,96.9
26,13,20,299.8,419.79999999999995,0,56,0.62,32.1
26,14,2,11.98,21.98,0,12,0.13,15.0
26,15,20,79.80000000000001,119.80000000000001,0,69,0.77,26.1
26,16,20,59.800000000000004,199.8,0,34,0.38,52.9
26,17,6,83.94,119.94,0,11,0.12,49.1
26,18,7,244.93,279.93,0,68,0.76,9.3
26,19,90,1259.1,1439.1,0,204,2.27,39.7
26,20,6,53.94,149.94,0,10,0.11,54.0
26,21,26,181.74,259.74,0,336,3.73,7.0
26,22,5,69.95,99.94999999999999,0,0,0.0,
26,23,4,19.96,39.96,0,66,0.73,5.5
26,24,11,164.89000000000001,219.89,0,84,0.93,11.8
26,25,71,141.29,212.29000000000002,0,303,3.37,21.1
26,26,4,83.96,99.96,0,45,0.5,8.0
26,27,8,31.92,39.92,0,30,0.33,24.0
26,28,26,103.74000000000001,285.74,0,118,1.31,19.8
26,29,3,26.97,59.97,0,11,0.12,24.5
26,30,46,827.54,919.54,0,74,0.82,55.9
26,31,4,31.96,35.96,0,59,0.66,6.1
26,32,2,23.98,29.98,0,33,0.37,5.5
26,33,2,21.98,25.98,0,11,0.12,16.4
26,34,17,356.83,441.83,0,20,0.22,76.5
26,35,8,31.92,63.92,0,18,0.2,40.0
27,1,27,269.73,431.73,0,164,1.82,14.8
27,2,30,299.7,389.7,0,124,1.38,21.8
27,3,55,109.45,219.45000000000002,0,277,3.08,17.9
27,6,7,48.93,104.93,0,146,1.62,4.3
27,7,22,263.78000000000003,351.78000000000003,0,12,0.13,165.0
27,8,12,47.88,83.88,0,188,2.09,5.7
27,9,6,59.94,65.94,0,304,3.38,1.8
27,10,45,494.55,674.55,0,6,0.07,675.0
27,11,0,0.0,0.0,1,17,0.19,0.0
27,12,5,44.95,59.95,0,35,0.39,12.9
27,13,10,149.9,209.89999999999998,0,26,0.29,34.6
27,14,21,125.79,230.79,0,8,0.09,236.2
27,15,3,11.97,17.97,0,30,0.33,9.0
27,17,2,27.98,39.98,0,5,0.06,36.0
27,18,18,629.82,719.82,0,162,1.8,10.0
27,19,34,475.66,543.66,0,145,1.61,21.1
27,21,2,13.98,19.98,0,57,0.63,3.2
27,23,16,79.84,159.84,0,11,0.12,130.9
27,24,46,689.54,919.54,0,70,0.78,59.1
27,25,18,35.82,53.82000000000001,0,204,2.27,7.9
27,26,6,125.94,149.94,0,0,0.0,
27,27,11,43.89,54.89,0,32,0.36,30.9
27,28,8,31.92,87.92,0,223,2.48,3.2
27,29,3,26.97,59.97,0,0,0.0,
27,30,37,665.63,739.63,0,146,1.62,22.8
27,31,13,103.87,116.87,0,114,1.27,10.3
27,32,6,71.94,89.94,0,17,0.19,31.8
27,33,7,76.93,90.93,0,16,0.18,39.4
27,34,9,188.91,233.91,0,71,0.79,11.4
28,1,6,59.94,95.94,0,57,0.63,9.5
28,2,0,0.0,0.0,1,90,1.0,0.0
28,3,60,119.4,239.4,0,374,4.16,14.4
28,6,16,111.84,239.84,0,44,0.49,32.7
28,7,10,119.9,159.9,0,23,0.26,39.1
28,8,45,179.55,314.55,0,77,0.86,52.6
28,9,7,69.93,76.93,0,158,1.76,4.0
28,10,8,87.92,119.92,0,106,1.18,6.8
28,11,4,43.96,83.96,0,89,0.99,4.0
28,12,4,35.96,47.96,0,25,0.28,14.4
28,13,2,29.98,41.98,0,82,0.91,2.2
28,14,17,101.83,186.83,0,34,0.38,45.0
28,15,0,0.0,0.0,1,68,0.76,0.0
28,17,17,237.83,339.83,0,41,0.46,37.3
28,18,24,839.76,959.76,0,93,1.03,23.2
28,19,13,181.87,207.87,0,108,1.2,10.8
28,21,11,76.89,109.89,0,15,0.17,66.0
28,23,24,119.76,239.76,0,40,0.44,54.0
28,24,19,284.81,379.80999999999995,0,88,0.98,19.4
28,25,10,19.9,29.900000000000002,0,396,4.4,2.3
28,26,15,314.84999999999997,374.84999999999997,0,1,0.01,1350.0
28,27,24,95.76,119.76,0,31,0.34,69.7
28,28,3,11.97,32.97,0,120,1.33,2.2
28,29,5,44.95,99.94999999999999,0,14,0.16,32.1
28,30,27,485.72999999999996,539.7299999999999,0,42,0.47,57.9
28,31,18,143.82,161.82,0,176,1.96,9.2
28,32,3,35.97,44.97,0,43,0.48,6.3
28,33,9,98.91,116.91,0,4,0.04,202.5
28,34,19,398.80999999999995,493.80999999999995,0,92,1.02,18.6
29,1,2,19.98,31.98,0,87,0.97,2.1
29,2,15,149.85,194.85,0,125,1.39,10.8
29,3,17,33.83,67.83,0,133,1.48,11.5
29,6,17,118.83,254.83,0,52,0.58,29.4
29,7,10,119.9,159.9,0,46,0.51,19.6
29,8,10,39.900000000000006,69.9,0,193,2.14,4.7
29,9,6,59.94,65.94,0,200,2.22,2.7
29,10,45,494.55,674.55,0,130,1.44,31.2
29,11,8,87.92,167.92,0,64,0.71,11.2
29,12,6,53.94,71.94,0,20,0.22,27.0
29,13,5,74.95,104.94999999999999,0,159,1.77,2.8
29,14,5,29.950000000000003,54.95,0,25,0.28,18.0
29,15,18,71.82000000000001,107.82000000000001,0,89,0.99,18.2
29,17,25,349.75,499.74999999999994,0,0,0.0,
29,18,26,909.74,1039.74,0,191,2.12,12.3
29,19,12,167.88,191.88,0,406,4.51,2.7
29,21,10,69.9,99.9,0,151,1.68,6.0
29,23,37,184.63,369.63,0,41,0.46,81.2
29,24,14,209.86,279.85999999999996,0,175,1.94,7.2
29,25,47,93.53,140.53,0,146,1.62,29.0
29,26,2,41.98,49.98,0,20,0.22,9.0
29,27,27,107.73,134.73000000000002,0,91,1.01,26.7
29,28,1,3.99,10.99,0,26,0.29,3.5
29,29,6,53.94,119.94,0,7,0.08,77.1
29,30,32,575.68,639.68,0,207,2.3,13.9
29,31,3,23.97,26.97,0,94,1.04,2.9
29,32,7,83.93,104.93,0,80,0.89,7.9
29,33,6,65.94,77.94,0,0,0.0,
29,34,16,335.84,415.84,0,39,0.43,36.9
30,1,15,149.85,239.85,0,110,1.22,12.3
30,2,30,299.7,389.7,0,191,2.12,14.1
30,3,10,19.9,39.900000000000006,0,263,2.92,3.4
30,6,18,125.82000000000001,269.82,0,395,4.39,4.1
30,7,13,155.87,207.87,0,94,1.04,12.4
30,8,110,438.90000000000003,768.9,0,279,3.1,35.5
30,9,59,589.41,648.41,0,514,5.71,10.3
30,10,55,604.45,824.45,0,273,3.03,18.1
30,11,3,32.97,62.97,0,108,1.2,2.5
30,12,8,71.92,95.92,0,189,2.1,3.8
30,13,18,269.82,377.82,0,28,0.31,57.9
30,14,10,59.900000000000006,109.9,0,123,1.37,7.3
30,15,9,35.910000000000004,53.910000000000004,0,99,1.1,8.2
30,17,13,181.87,259.87,0,136,1.51,8.6
30,18,9,314.91,359.91,0,337,3.74,2.4
30,19,19,265.81,303.81,0,314,3.49,5.4
30,21,18,125.82000000000001,179.82,0,14,0.16,115.7
30,23,12,59.88,119.88,0,14,0.16,77.1
30,24,23,344.77,459.77,0,157,1.74,13.2
30,25,6,11.94,17.94,0,319,3.54,1.7
30,26,13,272.87,324.87,0,52,0.58,22.5
30,27,29,115.71000000000001,144.71,0,101,1.12,25.8
30,28,3,11.97,32.97,0,46,0.51,5.9
30,29,19,170.81,379.80999999999995,0,66,0.73,25.9
30,30,21,377.78999999999996,419.78999999999996,0,307,3.41,6.2
30,31,20,159.8,179.8,0,214,2.38,8.4
30,32,13,155.87,194.87,0,4,0.04,292.5
30,33,10,109.9,129.9,0,38,0.42,23.7
30,34,18,377.82,467.82,0,42,0.47,38.6
31,1,5,49.95,79.95,0,124,1.38,3.6
31,2,36,359.64,467.64,0,184,2.04,17.6
31,3,36,71.64,143.64000000000001,0,628,6.98,5.2
31,6,41,286.59000000000003,614.59,0,245,2.72,15.1
31,7,18,215.82,287.82,0,127,1.41,12.8
31,8,84,335.16,587.16,0,545,6.06,13.9
31,9,10,99.9,109.9,0,203,2.26,4.4
31,10,139,1527.6100000000001,2083.61,0,73,0.81,171.4
31,11,8,87.92,167.92,0,140,1.56,5.1
31,12,13,116.87,155.87,0,111,1.23,10.5
31,13,19,284.81,398.80999999999995,0,135,1.5,12.7
31,14,9,53.910000000000004,98.91,0,56,0.62,14.5
31,15,4,15.96,23.96,0,101,1.12,3.6
31,17,19,265.81,379.80999999999995,0,97,1.08,17.6
31,18,2,69.98,79.98,0,434,4.82,0.4
31,19,95,1329.05,1519.05,0,339,3.77,25.2
31,21,6,41.94,59.94,0,198,2.2,2.7
31,23,9,44.910000000000004,89.91,0,95,1.06,8.5
31,24,29,434.71,579.7099999999999,0,309,3.43,8.4
31,25,94,187.06,281.06,0,871,9.68,9.7
31,26,17,356.83,424.83,0,35,0.39,43.7
31,27,27,107.73,134.73000000000002,0,144,1.6,16.9
31,28,10,39.900000000000006,109.9,0,49,0.54,18.4
31,29,28,251.72,559.7199999999999,0,78,0.87,32.3
31,30,66,1187.34,1319.34,0,230,2.56,25.8
31,31,39,311.61,350.61,0,427,4.74,8.2
31,32,12,143.88,179.88,0,28,0.31,38.6
31,33,20,219.8,259.8,0,40,0.44,45.0
31,34,20,419.79999999999995,519.8,0,16,0.18,112.5
32,1,25,249.75,399.75,0,188,2.09,12.0
32,2,10,99.9,129.9,0,3,0.03,300.0
32,3,45,89.55,179.55,0,350,3.89,11.6
32,6,65,454.35,974.35,0,370,4.11,15.8
32,7,18,215.82,287.82,0,121,1.34,13.4
32,8,56,223.44,391.44,0,130,1.44,38.8
32,9,3,29.97,32.97,0,99,1.1,2.7
32,10,138,1516.6200000000001,2068.62,0,0,0.0,
32,11,6,65.94,125.94,0,82,0.91,6.6
32,12,4,35.96,47.96,0,15,0.17,24.0
32,13,13,194.87,272.87,0,48,0.53,24.4
32,14,27,161.73000000000002,296.73,0,40,0.44,60.8
32,15,27,107.73,161.73000000000002,0,147,1.63,16.5
32,17,8,111.92,159.92,0,0,0.0,
32,18,40,1399.6000000000001,1599.6000000000001,0,8,0.09,450.0
32,19,35,489.65000000000003,559.65,0,230,2.56,13.7
32,21,0,0.0,0.0,1,68,0.76,0.0
32,23,23,114.77000000000001,229.77,0,58,0.64,35.7
32,24,42,629.58,839.5799999999999,0,16,0.18,236.2
32,25,20,39.8,59.800000000000004,0,414,4.6,4.3
32,26,11,230.89,274.89,0,0,0.0,
32,27,53,211.47,264.47,0,118,1.31,40.4
32,28,5,19.950000000000003,54.95,0,85,0.94,5.3
32,29,4,35.96,79.96,0,0,0.0,
32,30,28,503.71999999999997,559.7199999999999,0,145,1.61,17.4
32,31,4,31.96,35.96,0,86,0.96,4.2
32,32,8,95.92,119.92,0,44,0.49,16.4
32,33,13,142.87,168.87,0,0,0.0,
32,34,20,419.79999999999995,519.8,0,38,0.42,47.4
